block,key1,key2,key3,value,note
B1,loader,,module_entry,load_isochrone,"qpls/populations.py:72-123. Path resolution: find_isochrone() at :63-69 globs ISO_DIR/'*.iso' and takes sorted()[0]. ISO_DIR defined at qpls/populations.py:46."
B1,loader,,header_gate,REQUIRE,"qpls/populations.py:51 REQUIRE = dict(version='1.2', feh=-0.25, vvcrit=0.0, log_age=10.0); gate raises SystemExit on mismatch at :103-105. Alternate populations pass their own require dict at qpls/host_types.py:191."
B1,loader,,column_map,COL,"qpls/populations.py:54-55, 0-indexed: EEP=0, log_age=1, initial_mass=2, star_mass=3, log_L=7, log_Teff=10, log_R=11, phase=24. Only 8 of the 25 columns are ever read - none photometric, because none exists."
B1,data_file,1,path,data/isochrones/MIST_v1.2_feh_m0.25_afe_p0.0_vvcrit0.0_basic.iso,"header verified: MIST v1.2, MESA r7503, Yinit 0.2610, Zinit 8.03343E-03, [Fe/H] -0.25, [a/Fe] 0.00, v/vcrit 0.00, 107 isochrones, 260 EEPs x 25 cols. This is sorted()[0] and therefore the default file."
B1,data_file,2,path,data/isochrones/MIST_v1.2_feh_p0.25_afe_p0.0_vvcrit0.0_basic.iso,"header verified: MIST v1.2, MESA r7503, Yinit 0.2869, Zinit 2.54039E-02, [Fe/H] +0.25, [a/Fe] 0.00, v/vcrit 0.00, 107 isochrones, 189 EEPs x 25 cols"
B1,flavor,,verdict,basic/theoretical,"'# number of EEPs, cols = ... 25' in both files. The MIST synthetic-photometry product carries the band columns appended to this same theoretical block and uses the .iso.cmd extension - neither file has either."
B1,flavor,,deliberate,YES,"data/isochrones/README.md web-form table specifies 'Output: Theoretical -- NOT synthetic photometry -- we need log_L, log_Teff, initial_mass, star_mass, phase'. The absence is an original scoping decision recorded at acquisition time, not a download failure."
B1,column,01,EEP,theoretical,no band column
B1,column,02,log10_isochrone_age_yr,theoretical,no band column
B1,column,03,initial_mass,theoretical,READ (COL initial_mass=2); Kroupa IMF weighting
B1,column,04,star_mass,theoretical,READ (COL star_mass=3)
B1,column,05,star_mdot,theoretical,no band column
B1,column,06,he_core_mass,theoretical,no band column
B1,column,07,c_core_mass,theoretical,no band column
B1,column,08,log_L,theoretical,READ (COL log_L=7)
B1,column,09,log_LH,theoretical,no band column
B1,column,10,log_LHe,theoretical,no band column
B1,column,11,log_Teff,theoretical,READ (COL log_Teff=10)
B1,column,12,log_R,theoretical,READ (COL log_R=11)
B1,column,13,log_g,theoretical,"not read by the pipeline, but the second BC interpolation coordinate once photometry arrives"
B1,column,14,surface_h1,theoretical,no band column
B1,column,15,surface_he3,theoretical,no band column
B1,column,16,surface_he4,theoretical,no band column
B1,column,17,surface_c12,theoretical,no band column
B1,column,18,surface_o16,theoretical,no band column
B1,column,19,log_center_T,theoretical,no band column
B1,column,20,log_center_Rho,theoretical,no band column
B1,column,21,center_gamma,theoretical,no band column
B1,column,22,center_h1,theoretical,no band column
B1,column,23,center_he4,theoretical,no band column
B1,column,24,center_c12,theoretical,no band column
B1,column,25,phase,theoretical,"READ (COL phase=24); PHASE key at qpls/populations.py:58-59; GIANT_PHASES=(2,3,4,5) at :60"
B1,repo_sweep,,photometry_files_found,0,"find over /Users/gberl/observability excluding .venv and site-packages: zero hits for *.cmd, *UBVRI*, *ugriz*, *SDSS*, *PanSTARRS*, *PS1*, *Gaia*, *2MASS*, *phot*. Exactly two *.iso files exist repo-wide, both basic."
B2,selection,RGBiso,rule_as_documented,"L and R read off the 10 Gyr [Fe/H]=-0.25 track; RGB tip at 2199 Lsun; R(L) from the log_R column","qpls/source_scenarios.py:76-81 (comment). qpls/radius_scan.py:9 calls 137.5 Rsun 'the largest RGB radius on this track'."
B2,selection,RGBiso,rule_as_verified,DRIFT-FOUND,"(2199, 137.5) is NOT a single isochrone row and is NOT reproducible by the repo's own R(L). Grid RGB tip (max log_L over phase 2) = EEP 604, L = 2198.8419, R = 147.2356, Teff = 3257.5 K - and that is also the LAST phase-2 row and the maximum phase-2 radius, so the RGB on this track ends at 147.24 Rsun, not 137.5. The repo's own radius_at(iso, 2199) (qpls/populations.py:198-200 over giant_branch_RL :187-195) returns 147.161. The nearest phase-2 row to R = 137.5 is EEP 602 with R = 137.3127 but L = 1995.35. Conclusion: L came from the RGB tip and R from a different, ~10 percent lower point; the stored pair is MIXED."
B2,selection,RGBiso,drift_impact,r0_overstated_by_4.5_percent,"Using the self-consistent grid pair (2199, 147.236): mu_peak falls by the factor (147.236/137.5)**0.64 = 1.0448, so r0 3.74097 -> 3.5804 and dm0 1.68967 -> 1.65343 mag, a shift of -0.036 mag. NO CENSUS IMPACT: RGBiso has no finite global_max floor, so the radius rule excludes it either way. The consequence is confined to the quoted RGBiso amplitude and to the 'RGB ends at 137.5 Rsun' claims at qpls/source_scenarios.py:87-89 and qpls/radius_scan.py:9, which this file contradicts. Recorded, NOT corrected - correcting it is a redesign decision."
B2,selection,AGB170/AGB215/AGB260,rule,"TPAGB (phase 5) points nearest R = 170, 215, 260 Rsun","qpls/source_scenarios.py:86-95; anchor ladder qpls/radius_scan.py:49-51. VERIFIED as exact grid rows: EEP 1097, 1058, 1065, with L and R agreeing to all stored digits."
B2,selection,AGBiso,rule,highest-L point of the TPAGB (phase 5),"qpls/source_scenarios.py:82-85. VERIFIED exact grid row: EEP 1368, L = 6027.0945, R = 300.744, Teff = 2932.7 K."
B2,selection,BSG,rule,manual control,"qpls/source_scenarios.py:97-98, (1e5, 20.0), explicitly 'population-implausible in quiescent elliptical host'. No grid row."
B2,isochrone,,age_feh_vvcrit_primary,10 Gyr / [Fe/H] -0.25 / vvcrit 0.0,"qpls/populations.py:51 REQUIRE (log_age = 10.0). All five anchors come from this track; the loaded age slice has 1470 EEP rows spanning initial mass 0.100-0.982 Msun."
B2,isochrone,,host_type_populations,3,"qpls/host_types.py:56-64: old [Fe/H]=-0.25 log_age 10.0 (m0.25 file); old [Fe/H]=+0.25 log_age 10.0 (p0.25 file); intermediate [Fe/H]=+0.25 log_age 9.20 = 1.585 Gyr (p0.25 file). host_types.py:11-12 records 1.585 Gyr as a stated substitution for a nominal ~1.4 Gyr, bracketed by 1.413 (log 9.15) and 1.585 Gyr."
B3,,,status,CANNOT-RUN,"No band columns exist, so no BC_X = M_X - M_bol can be extracted for any anchor or for any luminosity-function star. Per the prompt's absent-photometry branch, Stage C was not attempted: no anchor preview table, no feature table, no preview figure was written."
B3,anchor_Teff,RGBiso,SB_from_stored_L_R,3370.8 K,"5772*L**0.25/R**0.5 on the STORED (2199, 137.5). No grid row carries this (L,R) pair - see B2 drift. Grid log_Teff at the L-matched row (EEP 604) is 3257.5 K; deviation +3.48 percent relative to the grid value (+3.36 percent if normalised by the SB value instead)."
B3,anchor_Teff,AGB170,SB_from_stored_L_R,3186.0 K,"grid log_Teff at EEP 1097 = 3186.0 K; agreement 0.00 percent (identity - it is the same row)"
B3,anchor_Teff,AGB215,SB_from_stored_L_R,3067.0 K,"grid log_Teff at EEP 1058 = 3067.1 K; agreement 0.00 percent (identity)"
B3,anchor_Teff,AGB260,SB_from_stored_L_R,2962.5 K,"grid log_Teff at EEP 1065 = 2962.5 K; agreement 0.00 percent (identity)"
B3,anchor_Teff,AGBiso,SB_from_stored_L_R,2932.6 K,"grid log_Teff at EEP 1368 = 2932.7 K; agreement 0.00 percent (identity)"
B3,anchor_Teff,BSG,,n/a (manual control),"T_eff ~ 22,880 K from Stefan-Boltzmann on the manual (1e5, 20). No grid row, so no BC obtainable for it from any isochrone product."
B3,BC_table,,availability,NONE,"The BC table cannot be produced. Every cell would require a band magnitude column that does not exist in either file. No literature or model-atmosphere BC was substituted."
NEEDED,product,,name,MIST v1.2 synthetic photometry (.iso.cmd),"same source as data/isochrones/README.md, with Output = 'Synthetic Photometry' instead of 'Theoretical'. Either the web interpolator (interp_isos.html) or the packaged grids (model_grids.html) will serve; the packaged files carry all ages, so one file per (metallicity, photometric system) suffices."
NEEDED,product,,fixed_fields,"MIST version 1.2; v/vcrit = 0.0; [a/Fe] = +0.0; Av = 0","MUST match the theoretical grid already gated at qpls/populations.py:51, or the BCs will not correspond to the (L,R) the census uses. The web form defaults to version 2.5 and v/vcrit 0.4 - both must be changed. Request Av = 0 and apply extinction in the analysis, not in the grid."
NEEDED,product,,photometric_system_primary,SDSS ugriz,"gives g, r, i directly - the bands the prompt's Stage C asked for"
NEEDED,product,,photometric_system_secondary,PanSTARRS grizy,"cross-check, and the closer match if the redesign chooses a real survey band (the cadence template is ZTF-like, and ZTF g/r sit between SDSS and PanSTARRS)"
NEEDED,product,,photometric_system_optional,UBVRIplus,"Bessell UBVRI + 2MASS JHK + Gaia. Worth fetching for the JHK columns alone: they quantify how much of these stars' flux the optical census is discarding, which is the physical statement behind this whole audit."
NEEDED,file,1,spec,"[Fe/H] = -0.25, age 10 Gyr (log10 age 10.0)","REQUIRED - the primary track carrying all five anchors and the [Fe/H]=-0.25 old population"
NEEDED,file,2,spec,"[Fe/H] = +0.25, age 10 Gyr (log10 age 10.0)","REQUIRED - the metal-rich old population, qpls/host_types.py:59-61"
NEEDED,file,3,spec,"[Fe/H] = +0.25, age 1.585 Gyr (log10 age 9.20)","REQUIRED - the intermediate-age population priced per unit f_burst, qpls/host_types.py:62-64"
NEEDED,file,4,spec,"[Fe/H] = -0.25, age 1.585 Gyr (log10 age 9.20)","NOT REQUIRED by the current pipeline - qpls/host_types.py has no such combination. The prompt's 2x2 request is one file wider than the code consumes. Fetch only if the redesign adds this host type."
NEEDED,note,,per_star_join,row-for-row on EEP,"The prompt requires per-star BCs from each luminosity-function star's OWN grid row, not the anchor BCs. Because the .iso.cmd carries the theoretical block alongside the band columns at the same EEP sampling, this is a direct row join at matched age/[Fe/H]/vvcrit - no (log_Teff, log_g) interpolation is needed."
NEEDED,note,,loader_impact,new reader required,"qpls/populations.py:54-55 indexes columns POSITIONALLY. The .iso.cmd column set differs, so the existing loader must NOT be repointed at it; a separate reader is needed. This is why no analysis module was created in this session - there is nothing correct to write until the file exists."
CAVEAT,,,TPAGB_photometry,SERIOUS,"Four of the five anchors, and all three with finite floors, are TPAGB (phase 5). MIST does not model circumstellar dust around thermally-pulsing AGB stars, and its synthetic photometry for that phase is the least trustworthy part of the grid. Real dusty AGB stars are FAINTER in the optical than a dust-free atmosphere predicts, so a grid BC is itself likely to be an optimistic bound. Obtaining the .iso.cmd fixes the grey-treatment flaw but does NOT retire this one - it must be carried as a separate stated uncertainty."
CAVEAT,,,cool_grid_edge,CHECK-ON-ARRIVAL,"The anchors sit at 2933-3186 K, near the cool end of the atmosphere grid underlying MIST's BCs. On arrival, verify the band columns at these rows are genuinely populated rather than fill-valued or extrapolated BEFORE quoting any BC. If they are flagged, the census bands cannot be priced from MIST alone and an external M-giant BC scale is required."
CAVEAT,,,m_nuc_reinterpretation,BLOCKING-FOR-REDESIGN,"m_nuc = 19 currently has no band. A per-band repricing changes BOTH sides of the contrast: the source gains BC_X and the nucleus must be given its own band magnitude. Holding m_nuc = 19 fixed across bands (as the prompt's Stage C specifies, correctly labelled a selection convention) is not a physical statement - an old elliptical nucleus is itself red, so its g-band magnitude is fainter than its i-band one, which partly offsets the source's BC penalty. The net band dependence of the census is therefore SMALLER than BC_X alone implies, and its sign cannot be fixed without a nuclear SED. Any Stage C run under the fixed-m_nuc convention must state this, or it will read as a band-dependence result when it is a source-only result."
CAVEAT,,,extinction_band_conversion,OUTSTANDING,"See A3/extinction. A is applied as numerically equal in every band. A genuine per-band census-vs-A curve needs A_X/A_V from a named reddening law; until one is traced and recorded in docs/physics_reference.md, per-band A-axes are not comparable to each other and the g curve understates while the i curve overstates dust sensitivity."
PRED,P-A,,statement,synthetic photometry present in the repo grid (~65 percent),FAIL
PRED,P-A,,justification,,"Absent. Both isochrone files are 25-column basic/theoretical, and data/isochrones/README.md shows the theoretical flavor was requested deliberately at acquisition. This was not a coin flip that landed badly - the answer was already recorded in a file in the repo."
PRED,P-B,,statement,grid log_Teff matches the Stefan-Boltzmann values within 2 percent (~85 percent),FAIL (4 of 5 pass)
PRED,P-B,,justification,,"AGB170/AGB215/AGB260/AGBiso agree to 0.00 percent - but they are exact grid rows, so that agreement is an identity, not a test; the prediction was unfalsifiable for those four. RGBiso deviates by +3.48 percent (SB 3370.8 K from the stored pair vs grid 3257.5 K at the L-matched row), exceeding the 2 percent tolerance and triggering exactly the alternative the prediction named: a finding about how (L,R) were extracted. See B2/RGBiso."
PRED,P-C,,statement,"BC monotone more negative toward cooler Teff (~80 percent); BC_r in [-1.0,-2.5] (~65 percent); BC_g in [-2.5,-5.0] (~65 percent)",NOT-SCORABLE
PRED,P-C,,justification,,"No grid BCs exist. Deliberately NOT scored against literature values: substituting them would manufacture the very unverified number this audit was called to eliminate."
PRED,P-D,,statement,"i-band all three floored anchors PASS at A=0 (~75 percent); g-band 215 anchor FAILS at A=0 (~65 percent)",NOT-SCORABLE
PRED,P-D,,justification,,"Depends on BC_X. Stage C did not run."
PRED,P-E,,statement,"g-band census visibly declines within A in [0,1] (~75 percent)",NOT-SCORABLE
PRED,P-E,,justification,,"Depends on BC_X. Stage C did not run."
PRED,P-F,,statement,"r-band census change across [0,0.2] is <= 5 percent (~60 percent)",NOT-SCORABLE
PRED,P-F,,justification,,"Depends on BC_X. Stage C did not run. The pre-agreed interpretation - that near-flatness would be the physical answer for red giants in a red band behind <= 0.2 mag of dust, not a pipeline artifact - stands unused and remains available to the session that has the photometry."
NEXT,,,out_of_scope_here,redesign,"By instruction: band choice, retracing the 1.8e6 normalisation, and correcting the already-sent figures are a separate recorded decision after this output is read."
NEXT,,,cheap_unblocked_option,BC_breakeven,"One analysis needs ZERO new data and was NOT run here because the absent-photometry branch says to end at Stage B: the breakeven BC at which each floored anchor flips to FAIL at A=0, computable from the frozen r0 and floors alone. It would bound how negative the BC must be before the census verdict changes, without asserting what the BC is. Offered for the next session."
NEXT,,,independent_of_BC,RGBiso_pair,"The B2 drift finding does not depend on photometry and can be resolved now: decide whether RGBiso should be (2199, 147.236) - self-consistent with the grid and the repo's own R(L) - or retained as-is for reproducibility, as the legacy 'RGB' entry at qpls/source_scenarios.py:75 already is. Either way the two comments claiming the RGB ends at 137.5 Rsun need amending."
